po_id,po_date,supplier_id,part_id,warehouse,quantity_ordered,quantity_received,unit_cost,expected_delivery_date,actual_delivery_date,order_status,quantity_shortage,delivery_delay_days,order_value
PO01484,2025-04-17,S017,P030,Hosur,1396,931,7500.0,2025-04-27,2025-04-28,Partial,465,1,10470000.0
PO01485,2025-04-10,S002,P008,Coimbatore,324,324,1950.0,2025-04-29,2025-04-27,Delivered,0,-2,631800.0
PO01486,2025-05-15,S025,P043,Hosur,1996,1996,8500.0,2025-05-27,2025-05-25,Delivered,0,-2,16966000.0
PO01487,2025-06-18,S026,P041,Chengalpattu,680,680,58000.0,2025-07-06,2025-07-08,Delivered,0,2,39440000.0
PO01488,2025-09-06,S008,P018,Hosur,1484,1484,16000.0,2025-09-24,2025-09-24,Delivered,0,0,23744000.0
PO01489,2026-08-11,S016,P025,Hosur,307,307,14500.0,2026-09-02,2026-09-04,Delivered,0,2,4451500.0
PO01490,2025-04-10,S015,P025,Coimbatore,1060,1060,13500.0,2025-04-28,2025-04-29,Delivered,0,1,14310000.0
PO01491,2025-06-02,S024,P040,Chengalpattu,1246,1246,4000.0,2025-06-25,2025-07-08,Late,0,13,4984000.0
PO01492,2025-04-05,S002,P004,Chengalpattu,156,156,19500.0,2025-04-25,2025-04-27,Delivered,0,2,3042000.0
PO01493,2025-07-08,S009,P016,Hosur,776,776,30000.0,2025-07-29,2025-07-30,Delivered,0,1,23280000.0
PO01494,2025-06-03,S014,P025,Chengalpattu,647,489,12000.0,2025-06-17,2025-06-30,Late + Partial,158,13,7764000.0
PO01495,2026-06-30,S007,P014,Chennai,804,684,20000.0,2026-07-25,2026-07-28,Partial,120,3,16080000.0
PO01496,2026-01-14,S004,P002,Hosur,158,158,4500.0,2026-02-05,2026-02-07,Delivered,0,2,711000.0
PO01497,2026-07-18,S003,P002,Coimbatore,1269,1269,4200.0,2026-08-12,2026-08-24,Late,0,12,5329800.0
PO01498,2025-03-29,S015,P025,Coimbatore,832,832,13500.0,2025-04-16,2025-04-16,Delivered,0,0,11232000.0
PO01499,2026-04-29,S014,P029,Chennai,1662,1662,250.0,2026-05-13,2026-05-22,Late,0,9,415500.0
PO01500,2026-08-07,S006,P011,Hosur,841,613,45000.0,2026-08-31,2026-09-07,Late + Partial,228,7,37845000.0
PO01501,2025-04-02,S013,P021,Hosur,1973,1973,22000.0,2025-04-22,2025-04-23,Delivered,0,1,43406000.0
PO01502,2026-03-28,S001,P005,Chennai,811,811,15000.0,2026-04-13,2026-04-11,Delivered,0,-2,12165000.0
PO01503,2026-07-21,S019,P030,Chengalpattu,1381,1381,8000.0,2026-08-05,2026-08-13,Late,0,8,11048000.0
PO01504,2025-11-25,S017,P032,Chennai,603,413,4500.0,2025-12-07,2025-12-14,Late + Partial,190,7,2713500.0
PO01505,2026-08-10,S020,P034,Chengalpattu,566,566,16000.0,2026-08-30,2026-08-30,Delivered,0,0,9056000.0
PO01506,2026-04-06,S005,P013,Chennai,612,612,28000.0,2026-04-26,2026-04-24,Delivered,0,-2,17136000.0
PO01507,2025-04-08,S007,P013,Chengalpattu,866,866,31000.0,2025-05-04,2025-05-14,Late,0,10,26846000.0
PO01508,2025-07-06,S026,P042,Coimbatore,743,743,13500.0,2025-07-24,2025-07-23,Delivered,0,-1,10030500.0
PO01509,2025-03-02,S008,P017,Coimbatore,100,100,7500.0,2025-03-19,2025-03-19,Delivered,0,0,750000.0
PO01510,2025-01-26,S024,P038,Hosur,871,871,10500.0,2025-02-18,2025-02-16,Delivered,0,-2,9145500.0
PO01511,2025-09-12,S022,P037,Coimbatore,1498,1498,13500.0,2025-10-09,2025-10-09,Delivered,0,0,20223000.0
PO01512,2026-06-12,S020,P037,Hosur,1969,1969,12000.0,2026-07-02,2026-07-10,Late,0,8,23628000.0
PO01513,2025-10-14,S025,P043,Chengalpattu,1558,1558,8500.0,2025-10-26,2025-10-26,Delivered,0,0,13243000.0
PO01514,2025-02-26,S019,P031,Hosur,287,287,9500.0,2025-03-13,2025-03-15,Delivered,0,2,2726500.0
PO01515,2026-07-31,S009,P016,Coimbatore,989,989,30000.0,2026-08-21,2026-08-22,Delivered,0,1,29670000.0
PO01516,2025-04-09,S007,P014,Chennai,1710,1710,20000.0,2025-05-04,2025-05-05,Delivered,0,1,34200000.0
PO01517,2025-04-26,S002,P010,Chennai,1054,1054,4500.0,2025-05-15,2025-05-15,Delivered,0,0,4743000.0
PO01518,2025-04-07,S012,P022,Chengalpattu,1528,1528,5000.0,2025-04-23,2025-04-21,Delivered,0,-2,7640000.0
PO01519,2026-06-30,S001,P005,Chengalpattu,501,450,15000.0,2026-07-16,2026-07-29,Late + Partial,51,13,7515000.0
PO01520,2025-09-13,S019,P032,Chengalpattu,1379,1240,5000.0,2025-09-29,2025-10-03,Late + Partial,139,4,6895000.0
PO01521,2025-06-16,S008,P017,Coimbatore,293,293,7500.0,2025-07-03,2025-07-17,Late,0,14,2197500.0
PO01522,2025-10-16,S015,P026,Hosur,824,610,5000.0,2025-11-03,2025-11-10,Late + Partial,214,7,4120000.0
PO01523,2026-04-23,S010,P020,Hosur,859,859,2100.0,2026-05-17,2026-05-17,Delivered,0,0,1803900.0
PO01524,2025-03-25,S025,P042,Chengalpattu,1543,1543,12000.0,2025-04-06,2025-04-05,Delivered,0,-1,18516000.0
PO01525,2025-05-08,S023,P038,Chennai,825,825,9500.0,2025-05-26,2025-05-27,Delivered,0,1,7837500.0
PO01526,2026-06-05,S005,P012,Hosur,504,504,14000.0,2026-06-23,2026-06-25,Delivered,0,2,7056000.0
PO01527,2026-05-23,S006,P011,Coimbatore,871,871,45000.0,2026-06-16,2026-06-14,Delivered,0,-2,39195000.0
PO01528,2026-06-11,S002,P004,Hosur,308,308,19500.0,2026-07-01,2026-06-29,Delivered,0,-2,6006000.0
PO01529,2026-07-07,S002,P009,Hosur,1994,1994,7000.0,2026-07-27,2026-08-05,Late,0,9,13958000.0
PO01530,2025-09-23,S009,P017,Coimbatore,1576,1116,8200.0,2025-10-14,2025-10-14,Partial,460,0,12923200.0
PO01531,2026-04-10,S008,P018,Chennai,1497,1497,16000.0,2026-04-28,2026-05-10,Late,0,12,23952000.0
PO01532,2025-06-11,S009,P017,Hosur,949,949,8200.0,2025-07-02,2025-07-04,Delivered,0,2,7781800.0
PO01533,2025-12-04,S002,P004,Chengalpattu,1799,1799,19500.0,2025-12-24,2025-12-25,Delivered,0,1,35080500.0
PO01534,2025-05-01,S007,P014,Coimbatore,1792,1792,20000.0,2025-05-26,2025-05-28,Delivered,0,2,35840000.0
PO01535,2025-12-12,S003,P002,Coimbatore,1161,901,4200.0,2026-01-06,2026-01-06,Partial,260,0,4876200.0
PO01536,2025-04-12,S026,P044,Chennai,1446,1446,15500.0,2025-05-01,2025-05-03,Delivered,0,2,22413000.0
PO01537,2026-06-17,S026,P042,Chengalpattu,1400,1400,13500.0,2026-07-05,2026-07-06,Delivered,0,1,18900000.0
PO01538,2026-03-29,S012,P023,Hosur,347,347,3800.0,2026-04-14,2026-04-15,Delivered,0,1,1318600.0
PO01539,2025-08-11,S025,P044,Chengalpattu,1058,1058,14000.0,2025-08-24,2025-08-22,Delivered,0,-2,14812000.0
PO01540,2025-12-19,S026,P044,Chengalpattu,1426,1426,15500.0,2026-01-07,2026-01-05,Delivered,0,-2,22103000.0
PO01541,2025-03-04,S014,P029,Coimbatore,1795,1795,250.0,2025-03-18,2025-03-25,Late,0,7,448750.0
PO01542,2026-02-28,S001,P003,Coimbatore,159,159,3200.0,2026-03-15,2026-03-17,Delivered,0,2,508800.0
PO01543,2025-08-13,S012,P021,Chengalpattu,1240,1240,20000.0,2025-08-29,2025-09-09,Late,0,11,24800000.0
PO01544,2025-08-08,S002,P008,Hosur,101,101,1950.0,2025-08-27,2025-08-28,Delivered,0,1,196950.0
PO01545,2025-08-28,S011,P021,Chennai,1359,1359,18000.0,2025-09-09,2025-09-11,Delivered,0,2,24462000.0
PO01546,2025-05-20,S020,P034,Hosur,1493,1493,16000.0,2025-06-09,2025-06-23,Late,0,14,23888000.0
PO01547,2026-05-10,S009,P018,Chennai,1958,1958,17500.0,2026-06-01,2026-06-03,Delivered,0,2,34265000.0
PO01548,2025-09-20,S026,P043,Chennai,1489,1381,9500.0,2025-10-08,2025-10-08,Partial,108,0,14145500.0
PO01549,2025-04-21,S012,P022,Chennai,727,727,5000.0,2025-05-07,2025-05-05,Delivered,0,-2,3635000.0
PO01550,2025-10-05,S013,P021,Coimbatore,1399,1399,22000.0,2025-10-25,2025-10-26,Delivered,0,1,30778000.0
PO01551,2025-02-13,S023,P039,Hosur,737,737,1800.0,2025-03-03,2025-03-03,Delivered,0,0,1326600.0
PO01552,2025-03-21,S025,P041,Chennai,1773,1773,55000.0,2025-04-02,2025-04-02,Delivered,0,0,97515000.0
PO01553,2025-06-28,S023,P038,Hosur,1428,1428,9500.0,2025-07-16,2025-07-26,Late,0,10,13566000.0
PO01554,2025-02-13,S026,P042,Coimbatore,273,273,13500.0,2025-03-03,2025-03-04,Delivered,0,1,3685500.0
PO01555,2025-04-10,S001,P008,Chennai,899,899,1800.0,2025-04-25,2025-04-26,Delivered,0,1,1618200.0
PO01556,2025-06-21,S002,P009,Coimbatore,170,156,7000.0,2025-07-11,2025-07-12,Partial,14,1,1190000.0
PO01557,2025-11-03,S025,P042,Coimbatore,379,379,12000.0,2025-11-15,2025-11-17,Delivered,0,2,4548000.0
PO01558,2026-05-04,S018,P030,Hosur,1497,1497,9000.0,2026-05-21,2026-05-21,Delivered,0,0,13473000.0
PO01559,2025-01-31,S010,P016,Coimbatore,1913,1913,32000.0,2025-02-25,2025-02-24,Delivered,0,-1,61216000.0
PO01560,2025-01-29,S021,P036,Chengalpattu,731,731,7000.0,2025-02-22,2025-02-23,Delivered,0,1,5117000.0
PO01561,2025-07-07,S019,P030,Chengalpattu,1662,1662,8000.0,2025-07-22,2025-07-22,Delivered,0,0,13296000.0
PO01562,2026-05-25,S011,P021,Hosur,1911,1911,18000.0,2026-06-06,2026-06-05,Delivered,0,-1,34398000.0
PO01563,2026-02-10,S002,P005,Hosur,503,503,16500.0,2026-03-01,2026-03-03,Delivered,0,2,8299500.0
PO01564,2025-06-10,S017,P031,Coimbatore,1547,1547,8500.0,2025-06-20,2025-06-22,Delivered,0,2,13149500.0
PO01565,2025-09-14,S001,P003,Hosur,1172,1172,3200.0,2025-09-29,2025-10-03,Late,0,4,3750400.0
PO01566,2026-08-24,S014,P029,Chengalpattu,739,739,250.0,2026-09-07,2026-09-09,Delivered,0,2,184750.0
PO01567,2025-10-04,S004,P002,Hosur,180,180,4500.0,2025-10-26,2025-10-25,Delivered,0,-1,810000.0
PO01568,2026-02-05,S007,P013,Hosur,1552,1552,31000.0,2026-03-03,2026-03-15,Late,0,12,48112000.0
PO01569,2025-02-14,S009,P018,Hosur,1537,1537,17500.0,2025-03-08,2025-03-06,Delivered,0,-2,26897500.0
PO01570,2026-08-13,S011,P024,Chennai,1531,1193,900.0,2026-08-25,2026-08-24,Partial,338,-1,1377900.0
PO01571,2026-03-23,S014,P028,Hosur,1580,1580,7000.0,2026-04-07,2026-04-05,Delivered,0,-2,11060000.0
PO01572,2025-10-28,S014,P025,Chengalpattu,1085,1085,12000.0,2025-11-11,2025-11-13,Delivered,0,2,13020000.0
PO01573,2025-10-29,S025,P043,Chengalpattu,239,239,8500.0,2025-11-10,2025-11-08,Delivered,0,-2,2031500.0
PO01574,2025-02-17,S001,P009,Coimbatore,1402,1402,6500.0,2025-03-05,2025-03-07,Delivered,0,2,9113000.0
PO01575,2026-03-31,S023,P038,Coimbatore,771,771,9500.0,2026-04-18,2026-04-17,Delivered,0,-1,7324500.0
PO01576,2026-02-19,S011,P022,Chennai,434,434,4500.0,2026-03-03,2026-03-01,Delivered,0,-2,1953000.0
PO01577,2026-08-02,S013,P024,Chennai,242,172,1100.0,2026-08-21,2026-08-24,Partial,70,3,266200.0
PO01578,2025-01-17,S023,P038,Chennai,1087,1087,9500.0,2025-02-04,2025-02-02,Delivered,0,-2,10326500.0
PO01579,2026-02-13,S001,P004,Chennai,482,482,18000.0,2026-03-02,2026-03-02,Delivered,0,0,8676000.0
PO01580,2025-05-13,S026,P042,Chennai,1978,1978,13500.0,2025-05-31,2025-05-30,Delivered,0,-1,26703000.0
PO01581,2025-09-12,S017,P030,Chennai,1767,1767,7500.0,2025-09-22,2025-09-23,Delivered,0,1,13252500.0
PO01582,2025-08-30,S007,P014,Chengalpattu,837,837,20000.0,2025-09-24,2025-09-24,Delivered,0,0,16740000.0
PO01583,2026-03-10,S008,P019,Chengalpattu,977,649,3200.0,2026-03-27,2026-03-28,Partial,328,1,3126400.0
PO01584,2025-10-11,S026,P041,Chengalpattu,1548,1548,58000.0,2025-10-29,2025-11-09,Late,0,11,89784000.0
PO01585,2026-07-11,S001,P001,Chengalpattu,927,927,85000.0,2026-07-26,2026-07-28,Delivered,0,2,78795000.0
PO01586,2026-03-08,S011,P022,Hosur,1094,1037,4500.0,2026-03-20,2026-03-20,Partial,57,0,4923000.0
PO01587,2026-01-25,S013,P021,Chengalpattu,752,698,22000.0,2026-02-14,2026-02-15,Partial,54,1,16544000.0
PO01588,2026-03-02,S002,P009,Chengalpattu,341,341,7000.0,2026-03-22,2026-03-20,Delivered,0,-2,2387000.0
PO01589,2026-07-02,S014,P027,Chennai,100,100,3500.0,2026-07-16,2026-07-15,Delivered,0,-1,350000.0
PO01590,2026-07-01,S002,P001,Hosur,791,791,88000.0,2026-07-19,2026-07-18,Delivered,0,-1,69608000.0
PO01591,2025-01-20,S005,P012,Chennai,184,143,14000.0,2025-02-07,2025-02-19,Late + Partial,41,12,2576000.0
PO01592,2026-06-01,S004,P002,Chennai,149,149,4500.0,2026-06-23,2026-06-21,Delivered,0,-2,670500.0
PO01593,2025-08-24,S011,P023,Chennai,1763,1080,3500.0,2025-09-05,2025-09-05,Partial,683,0,6170500.0
PO01594,2025-09-17,S005,P012,Coimbatore,784,784,14000.0,2025-10-05,2025-10-03,Delivered,0,-2,10976000.0
PO01595,2025-11-13,S024,P039,Hosur,1693,1693,2100.0,2025-12-06,2025-12-04,Delivered,0,-2,3555300.0
PO01596,2026-03-22,S002,P005,Coimbatore,865,865,16500.0,2026-04-10,2026-04-11,Delivered,0,1,14272500.0
PO01597,2025-10-25,S010,P020,Hosur,1591,1591,2100.0,2025-11-18,2025-11-20,Delivered,0,2,3341100.0
PO01598,2025-04-02,S021,P036,Coimbatore,1303,1303,7000.0,2025-04-26,2025-04-24,Delivered,0,-2,9121000.0
PO01599,2026-06-07,S025,P043,Chennai,1385,1385,8500.0,2026-06-19,2026-06-21,Delivered,0,2,11772500.0
PO01600,2026-06-14,S009,P019,Coimbatore,845,845,3500.0,2026-07-05,2026-07-07,Delivered,0,2,2957500.0
PO01601,2026-01-20,S014,P028,Hosur,1994,1994,7000.0,2026-02-04,2026-02-03,Delivered,0,-1,13958000.0
PO01602,2026-08-24,S026,P042,Chengalpattu,1285,1285,13500.0,2026-09-11,2026-09-25,Late,0,14,17347500.0
PO01603,2025-09-16,S014,P028,Coimbatore,673,673,7000.0,2025-10-01,2025-10-01,Delivered,0,0,4711000.0
PO01604,2025-05-30,S025,P041,Hosur,696,696,55000.0,2025-06-11,2025-06-12,Delivered,0,1,38280000.0
PO01605,2026-01-25,S020,P035,Coimbatore,671,350,8500.0,2026-02-14,2026-02-18,Late + Partial,321,4,5703500.0
PO01606,2026-05-16,S021,P035,Hosur,1643,1643,9500.0,2026-06-09,2026-06-23,Late,0,14,15608500.0
PO01607,2025-02-02,S023,P039,Chengalpattu,191,191,1800.0,2025-02-20,2025-02-18,Delivered,0,-2,343800.0
PO01608,2025-10-16,S020,P037,Chengalpattu,382,382,12000.0,2025-11-05,2025-11-06,Delivered,0,1,4584000.0
PO01609,2025-01-17,S025,P045,Hosur,1403,1403,10000.0,2025-01-29,2025-01-31,Delivered,0,2,14030000.0
PO01610,2026-05-26,S026,P045,Hosur,1503,1503,11500.0,2026-06-13,2026-06-12,Delivered,0,-1,17284500.0
PO01611,2025-09-17,S011,P021,Chennai,105,105,18000.0,2025-09-29,2025-09-29,Delivered,0,0,1890000.0
PO01612,2026-02-16,S023,P040,Coimbatore,1396,1396,3500.0,2026-03-06,2026-03-05,Delivered,0,-1,4886000.0
PO01613,2025-05-19,S001,P001,Chengalpattu,1764,1764,85000.0,2025-06-03,2025-06-05,Delivered,0,2,149940000.0
PO01614,2025-05-14,S002,P010,Chennai,1715,1715,4500.0,2025-06-02,2025-06-01,Delivered,0,-1,7717500.0
PO01615,2025-04-12,S009,P018,Chengalpattu,1102,928,17500.0,2025-05-04,2025-05-07,Partial,174,3,19285000.0
PO01616,2025-04-02,S019,P031,Hosur,1744,897,9500.0,2025-04-17,2025-04-26,Late + Partial,847,9,16568000.0
PO01617,2025-09-05,S012,P021,Chennai,628,540,20000.0,2025-09-21,2025-09-20,Partial,88,-1,12560000.0
PO01618,2026-08-15,S004,P002,Hosur,538,538,4500.0,2026-09-06,2026-09-06,Delivered,0,0,2421000.0
PO01619,2025-09-28,S002,P008,Coimbatore,127,109,1950.0,2025-10-17,2025-10-18,Partial,18,1,247650.0
PO01620,2026-08-21,S008,P020,Coimbatore,538,538,1800.0,2026-09-07,2026-09-05,Delivered,0,-2,968400.0
PO01621,2025-07-28,S005,P011,Chengalpattu,265,265,42000.0,2025-08-17,2025-08-16,Delivered,0,-1,11130000.0
PO01622,2026-04-01,S025,P042,Chennai,116,116,12000.0,2026-04-13,2026-04-14,Delivered,0,1,1392000.0
PO01623,2025-11-24,S011,P024,Coimbatore,1070,1070,900.0,2025-12-06,2025-12-08,Delivered,0,2,963000.0
PO01624,2026-03-22,S001,P006,Chennai,425,425,8500.0,2026-04-06,2026-04-05,Delivered,0,-1,3612500.0
PO01625,2026-05-03,S016,P028,Chengalpattu,1484,1484,8000.0,2026-05-25,2026-05-26,Delivered,0,1,11872000.0
PO01626,2025-12-30,S016,P028,Hosur,1893,1893,8000.0,2026-01-21,2026-01-22,Delivered,0,1,15144000.0
PO01627,2025-05-16,S008,P019,Chengalpattu,1164,851,3200.0,2025-06-02,2025-06-07,Late + Partial,313,5,3724800.0
PO01628,2025-09-23,S015,P025,Coimbatore,727,727,13500.0,2025-10-11,2025-10-10,Delivered,0,-1,9814500.0
PO01629,2025-11-07,S026,P041,Chengalpattu,1439,1439,58000.0,2025-11-25,2025-11-23,Delivered,0,-2,83462000.0
PO01630,2026-03-15,S016,P027,Coimbatore,1090,657,4000.0,2026-04-05,2026-04-12,Late + Partial,433,7,4360000.0
PO01631,2026-05-06,S020,P034,Coimbatore,1623,1623,16000.0,2026-05-26,2026-05-26,Delivered,0,0,25968000.0
PO01632,2025-11-16,S014,P027,Chennai,260,260,3500.0,2025-11-30,2025-11-29,Delivered,0,-1,910000.0
PO01633,2025-04-09,S010,P016,Chennai,188,188,32000.0,2025-05-04,2025-05-02,Delivered,0,-2,6016000.0
PO01634,2026-02-25,S014,P027,Hosur,1311,1311,3500.0,2026-03-11,2026-03-10,Delivered,0,-1,4588500.0
PO01635,2026-05-30,S002,P008,Chennai,373,373,1950.0,2026-06-18,2026-06-30,Late,0,12,727350.0
PO01636,2025-10-07,S019,P030,Coimbatore,1726,1726,8000.0,2025-10-22,2025-10-21,Delivered,0,-1,13808000.0
PO01637,2025-11-25,S009,P018,Coimbatore,1341,1341,17500.0,2025-12-17,2025-12-27,Late,0,10,23467500.0
PO01638,2025-03-20,S002,P007,Chengalpattu,1833,1833,3500.0,2025-04-07,2025-04-06,Delivered,0,-1,6415500.0
PO01639,2026-04-29,S004,P002,Chengalpattu,838,567,4500.0,2026-05-21,2026-05-22,Partial,271,1,3771000.0
PO01640,2025-07-05,S013,P021,Chennai,1285,1285,22000.0,2025-07-25,2025-07-24,Delivered,0,-1,28270000.0
PO01641,2025-12-09,S024,P039,Coimbatore,754,754,2100.0,2026-01-01,2026-01-01,Delivered,0,0,1583400.0
PO01642,2026-02-05,S011,P022,Hosur,770,770,4500.0,2026-02-17,2026-02-15,Delivered,0,-2,3465000.0
PO01643,2026-06-22,S025,P043,Chennai,174,158,8500.0,2026-07-04,2026-07-07,Partial,16,3,1479000.0
PO01644,2025-08-20,S012,P023,Chennai,1102,1102,3800.0,2025-09-05,2025-09-03,Delivered,0,-2,4187600.0
PO01645,2026-07-12,S005,P013,Hosur,734,734,28000.0,2026-08-01,2026-08-10,Late,0,9,20552000.0
PO01646,2026-03-22,S019,P031,Coimbatore,751,751,9500.0,2026-04-06,2026-04-06,Delivered,0,0,7134500.0
PO01647,2025-07-27,S026,P044,Coimbatore,1981,1981,15500.0,2025-08-15,2025-08-14,Delivered,0,-1,30705500.0
PO01648,2025-09-26,S006,P012,Chengalpattu,370,370,15000.0,2025-10-18,2025-10-19,Delivered,0,1,5550000.0
PO01649,2025-09-04,S002,P001,Coimbatore,1645,1645,88000.0,2025-09-22,2025-09-22,Delivered,0,0,144760000.0
PO01650,2026-02-26,S013,P021,Coimbatore,308,308,22000.0,2026-03-18,2026-03-17,Delivered,0,-1,6776000.0
PO01651,2026-05-31,S005,P011,Chengalpattu,1741,1741,42000.0,2026-06-20,2026-06-27,Late,0,7,73122000.0
PO01652,2025-02-09,S009,P017,Hosur,753,632,8200.0,2025-03-02,2025-03-12,Late + Partial,121,10,6174600.0
PO01653,2026-04-09,S024,P038,Hosur,244,244,10500.0,2026-05-02,2026-04-30,Delivered,0,-2,2562000.0
PO01654,2026-06-21,S001,P004,Chennai,783,549,18000.0,2026-07-08,2026-07-09,Partial,234,1,14094000.0
PO01655,2025-07-06,S011,P023,Coimbatore,1326,1326,3500.0,2025-07-18,2025-07-26,Late,0,8,4641000.0
PO01656,2025-04-10,S011,P024,Chennai,231,231,900.0,2025-04-22,2025-04-29,Late,0,7,207900.0
PO01657,2026-03-06,S020,P036,Hosur,1237,1237,6000.0,2026-03-26,2026-03-25,Delivered,0,-1,7422000.0
PO01658,2025-12-12,S013,P021,Hosur,382,382,22000.0,2026-01-01,2026-01-01,Delivered,0,0,8404000.0
PO01659,2026-02-02,S011,P024,Coimbatore,431,272,900.0,2026-02-14,2026-02-14,Partial,159,0,387900.0
PO01660,2026-04-23,S018,P030,Chennai,1663,1049,9000.0,2026-05-10,2026-05-14,Late + Partial,614,4,14967000.0
PO01661,2025-07-22,S013,P021,Chengalpattu,1070,1070,22000.0,2025-08-11,2025-08-23,Late,0,12,23540000.0
PO01662,2025-05-02,S013,P024,Chengalpattu,745,745,1100.0,2025-05-21,2025-05-29,Late,0,8,819500.0
PO01663,2025-02-15,S014,P028,Chengalpattu,610,610,7000.0,2025-03-02,2025-03-14,Late,0,12,4270000.0
PO01664,2026-03-29,S010,P020,Hosur,669,514,2100.0,2026-04-22,2026-04-25,Partial,155,3,1404900.0
PO01665,2026-05-18,S019,P030,Chengalpattu,1519,1519,8000.0,2026-06-02,2026-06-04,Delivered,0,2,12152000.0
PO01666,2025-11-17,S009,P019,Hosur,1134,777,3500.0,2025-12-08,2025-12-08,Partial,357,0,3969000.0
PO01667,2026-07-22,S008,P017,Hosur,195,195,7500.0,2026-08-08,2026-08-06,Delivered,0,-2,1462500.0
PO01668,2025-11-07,S026,P044,Hosur,110,110,15500.0,2025-11-26,2025-11-26,Delivered,0,0,1705000.0
PO01669,2026-01-10,S001,P008,Hosur,1887,1568,1800.0,2026-01-25,2026-01-26,Partial,319,1,3396600.0
PO01670,2025-01-05,S005,P013,Hosur,1486,1000,28000.0,2025-01-25,2025-01-24,Partial,486,-1,41608000.0
PO01671,2025-10-08,S021,P036,Hosur,1453,1453,7000.0,2025-11-01,2025-10-31,Delivered,0,-1,10171000.0
PO01672,2026-08-22,S019,P032,Chennai,511,390,5000.0,2026-09-07,2026-09-06,Partial,121,-1,2555000.0
PO01673,2026-03-29,S010,P016,Chengalpattu,716,716,32000.0,2026-04-23,2026-05-02,Late,0,9,22912000.0
PO01674,2025-08-29,S026,P044,Coimbatore,269,269,15500.0,2025-09-17,2025-09-15,Delivered,0,-2,4169500.0
PO01675,2025-03-17,S001,P008,Chengalpattu,326,326,1800.0,2025-04-01,2025-03-30,Delivered,0,-2,586800.0
PO01676,2025-07-30,S012,P021,Coimbatore,1385,1385,20000.0,2025-08-15,2025-08-16,Delivered,0,1,27700000.0
PO01677,2025-11-19,S014,P025,Chennai,1725,1725,12000.0,2025-12-03,2025-12-16,Late,0,13,20700000.0
PO01678,2025-09-24,S015,P025,Chengalpattu,1430,1430,13500.0,2025-10-12,2025-10-14,Delivered,0,2,19305000.0
PO01679,2026-06-07,S001,P004,Chengalpattu,569,569,18000.0,2026-06-24,2026-06-26,Delivered,0,2,10242000.0
PO01680,2025-07-22,S018,P030,Chennai,1072,1072,9000.0,2025-08-08,2025-08-07,Delivered,0,-1,9648000.0
PO01681,2026-03-10,S010,P016,Chengalpattu,1771,1771,32000.0,2026-04-04,2026-04-04,Delivered,0,0,56672000.0
PO01682,2025-11-27,S009,P018,Chengalpattu,1924,1924,17500.0,2025-12-19,2025-12-18,Delivered,0,-1,33670000.0
PO01683,2025-11-09,S007,P014,Chennai,1209,1209,20000.0,2025-12-04,2025-12-05,Delivered,0,1,24180000.0
PO01684,2025-08-24,S012,P022,Hosur,1627,1627,5000.0,2025-09-09,2025-09-08,Delivered,0,-1,8135000.0
PO01685,2025-09-07,S024,P040,Coimbatore,718,718,4000.0,2025-09-30,2025-09-29,Delivered,0,-1,2872000.0
PO01686,2025-11-24,S012,P021,Hosur,235,153,20000.0,2025-12-10,2025-12-16,Late + Partial,82,6,4700000.0
PO01687,2026-03-05,S002,P005,Chengalpattu,1687,1687,16500.0,2026-03-24,2026-03-29,Late,0,5,27835500.0
PO01688,2026-04-14,S007,P011,Hosur,1425,1425,48000.0,2026-05-12,2026-05-14,Delivered,0,2,68400000.0
PO01689,2025-05-10,S010,P020,Chengalpattu,1210,701,2100.0,2025-06-03,2025-06-10,Late + Partial,509,7,2541000.0
PO01690,2025-05-22,S025,P041,Chennai,328,328,55000.0,2025-06-03,2025-06-04,Delivered,0,1,18040000.0
PO01691,2026-07-10,S011,P024,Chengalpattu,1685,1129,900.0,2026-07-22,2026-07-27,Late + Partial,556,5,1516500.0
PO01692,2026-08-08,S002,P004,Chennai,900,780,19500.0,2026-08-28,2026-08-27,Partial,120,-1,17550000.0
PO01693,2026-04-12,S011,P021,Hosur,1334,1334,18000.0,2026-04-24,2026-04-25,Delivered,0,1,24012000.0
PO01694,2025-09-25,S011,P021,Coimbatore,573,573,18000.0,2025-10-07,2025-10-21,Late,0,14,10314000.0
PO01695,2025-11-14,S002,P003,Chengalpattu,1233,1233,3400.0,2025-12-02,2025-12-03,Delivered,0,1,4192200.0
PO01696,2026-04-28,S002,P010,Coimbatore,1553,1553,4500.0,2026-05-17,2026-05-17,Delivered,0,0,6988500.0
PO01697,2025-09-09,S023,P040,Hosur,1125,1125,3500.0,2025-09-27,2025-10-11,Late,0,14,3937500.0
PO01698,2025-05-14,S017,P032,Chengalpattu,1664,1664,4500.0,2025-05-26,2025-05-28,Delivered,0,2,7488000.0
PO01699,2026-08-09,S020,P037,Hosur,1659,1342,12000.0,2026-08-29,2026-08-30,Partial,317,1,19908000.0
PO01700,2025-01-11,S001,P003,Coimbatore,126,126,3200.0,2025-01-26,2025-01-25,Delivered,0,-1,403200.0
PO01701,2025-02-26,S026,P045,Coimbatore,803,537,11500.0,2025-03-16,2025-03-22,Late + Partial,266,6,9234500.0
PO01702,2025-10-31,S001,P006,Chennai,1830,1830,8500.0,2025-11-15,2025-11-14,Delivered,0,-1,15555000.0
PO01703,2025-05-19,S002,P009,Chengalpattu,865,865,7000.0,2025-06-08,2025-06-14,Late,0,6,6055000.0
