transaction_id,transaction_date,part_id,warehouse,transaction_type,quantity,reference_id
TXN004123,2025-06-16,P024,Hosur,ISSUE,300,MO02017
TXN004124,2025-06-24,P022,Chengalpattu,RECEIPT,159,PO01408
TXN004125,2026-03-07,P019,Coimbatore,ISSUE,710,MO01672
TXN004126,2025-01-13,P017,Hosur,ISSUE,567,MO01880
TXN004127,2025-03-12,P038,Chennai,TRANSFER,956,TR00780
TXN004128,2025-09-29,P011,Chennai,ISSUE,902,MO01038
TXN004129,2026-02-19,P022,Chengalpattu,ADJUSTMENT,68,ADJ00888
TXN004130,2025-10-27,P014,Hosur,ISSUE,951,MO01351
TXN004131,2025-12-08,P044,Coimbatore,ISSUE,765,MO01703
TXN004132,2026-06-16,P005,Chengalpattu,ISSUE,894,MO00864
TXN004133,2025-09-18,P022,Hosur,RECEIPT,306,PO00809
TXN004134,2026-03-17,P034,Chengalpattu,RECEIPT,933,PO00903
TXN004135,2026-01-27,P028,Coimbatore,RECEIPT,696,PO01737
TXN004136,2025-12-20,P022,Hosur,ISSUE,867,MO01419
TXN004137,2026-05-28,P042,Chengalpattu,RECEIPT,558,PO01266
TXN004138,2026-05-30,P044,Coimbatore,ISSUE,654,MO02946
TXN004139,2025-10-29,P013,Chengalpattu,RECEIPT,170,PO00646
TXN004140,2025-10-24,P015,Coimbatore,RECEIPT,455,PO01081
TXN004141,2025-06-25,P018,Coimbatore,RECEIPT,63,PO00551
TXN004142,2026-03-25,P019,Chennai,TRANSFER,226,TR00443
TXN004143,2025-04-17,P022,Chengalpattu,ISSUE,444,MO01725
TXN004144,2025-09-29,P011,Chennai,ISSUE,547,MO01444
TXN004145,2026-05-24,P009,Coimbatore,ADJUSTMENT,21,ADJ00417
TXN004146,2026-04-25,P019,Coimbatore,ISSUE,150,MO00707
TXN004147,2025-06-02,P044,Chengalpattu,RECEIPT,17,PO00551
TXN004148,2026-02-27,P024,Chengalpattu,RECEIPT,280,PO00422
TXN004149,2025-12-21,P012,Chennai,ISSUE,582,MO00378
TXN004150,2025-08-21,P036,Chengalpattu,RECEIPT,480,PO00154
TXN004151,2026-08-20,P033,Chengalpattu,RECEIPT,557,PO01527
TXN004152,2026-07-06,P015,Coimbatore,TRANSFER,430,TR00182
TXN004153,2026-07-04,P016,Chennai,ISSUE,868,MO00420
TXN004154,2026-06-26,P044,Chengalpattu,RECEIPT,495,PO01290
TXN004155,2025-02-23,P031,Chennai,ISSUE,609,MO01985
TXN004156,2026-08-26,P002,Chengalpattu,RECEIPT,89,PO00320
TXN004157,2025-08-22,P039,Chengalpattu,TRANSFER,921,TR00337
TXN004158,2025-06-29,P025,Chennai,TRANSFER,76,TR00656
TXN004159,2025-02-24,P017,Chennai,RECEIPT,701,PO00863
TXN004160,2025-10-04,P010,Chennai,ISSUE,578,MO01672
TXN004161,2025-02-12,P045,Coimbatore,ISSUE,361,MO01252
TXN004162,2025-11-03,P027,Coimbatore,ISSUE,750,MO02616
TXN004163,2025-05-10,P033,Chengalpattu,RECEIPT,394,PO01175
TXN004164,2025-01-17,P014,Hosur,ISSUE,594,MO01038
TXN004165,2026-06-28,P013,Coimbatore,ISSUE,23,MO02662
TXN004166,2025-04-14,P031,Hosur,ISSUE,382,MO01479
TXN004167,2026-08-06,P001,Chengalpattu,ISSUE,274,MO00452
TXN004168,2025-04-17,P018,Chennai,RECEIPT,660,PO00907
TXN004169,2026-05-11,P014,Hosur,ISSUE,972,MO00362
TXN004170,2026-02-10,P043,Coimbatore,ISSUE,377,MO01346
TXN004171,2025-09-27,P015,Hosur,RECEIPT,537,PO01124
TXN004172,2026-03-14,P022,Coimbatore,ISSUE,19,MO02273
TXN004173,2026-01-29,P007,Hosur,ISSUE,226,MO02960
TXN004174,2026-07-14,P011,Hosur,ISSUE,651,MO01004
TXN004175,2026-04-02,P034,Chengalpattu,RECEIPT,722,PO01555
TXN004176,2025-12-18,P011,Hosur,ISSUE,976,MO01686
TXN004177,2026-05-24,P027,Hosur,RECEIPT,188,PO00735
TXN004178,2026-03-22,P008,Chennai,TRANSFER,25,TR00508
TXN004179,2026-08-19,P040,Chengalpattu,ISSUE,285,MO00684
TXN004180,2025-02-24,P037,Chennai,ISSUE,977,MO00781
TXN004181,2026-07-13,P015,Coimbatore,ISSUE,246,MO02551
TXN004182,2026-05-05,P029,Coimbatore,ISSUE,780,MO01037
TXN004183,2025-07-17,P010,Coimbatore,RECEIPT,243,PO00507
TXN004184,2026-03-05,P010,Hosur,ISSUE,791,MO01768
TXN004185,2026-03-11,P022,Hosur,TRANSFER,233,TR00111
TXN004186,2025-09-30,P028,Chengalpattu,ISSUE,598,MO02855
TXN004187,2025-03-18,P027,Chengalpattu,RECEIPT,690,PO00490
TXN004188,2026-07-25,P035,Chennai,ISSUE,196,MO00619
TXN004189,2025-02-03,P014,Chennai,ISSUE,295,MO01275
TXN004190,2025-06-29,P041,Coimbatore,TRANSFER,622,TR00228
TXN004191,2025-11-23,P030,Coimbatore,ISSUE,154,MO00619
TXN004192,2025-03-11,P013,Chengalpattu,RECEIPT,543,PO01117
TXN004193,2026-08-11,P010,Hosur,TRANSFER,63,TR00612
TXN004194,2025-03-15,P014,Chengalpattu,ADJUSTMENT,91,ADJ00542
TXN004195,2025-02-08,P011,Coimbatore,RECEIPT,55,PO01052
TXN004196,2025-07-28,P030,Chennai,ISSUE,587,MO02897
TXN004197,2026-01-28,P032,Chengalpattu,ISSUE,941,MO02492
TXN004198,2025-07-17,P011,Chengalpattu,ADJUSTMENT,15,ADJ00445
TXN004199,2025-11-01,P034,Hosur,ISSUE,339,MO00529
TXN004200,2026-02-23,P040,Chengalpattu,ISSUE,974,MO02353
TXN004201,2025-09-09,P023,Chengalpattu,ISSUE,728,MO00126
TXN004202,2025-10-31,P002,Chengalpattu,ISSUE,904,MO02896
TXN004203,2026-05-26,P040,Chengalpattu,RECEIPT,207,PO00574
TXN004204,2026-07-07,P027,Coimbatore,TRANSFER,201,TR00611
TXN004205,2025-05-17,P024,Chengalpattu,ISSUE,130,MO01219
TXN004206,2025-03-10,P041,Chennai,TRANSFER,458,TR00540
TXN004207,2025-01-16,P038,Hosur,RECEIPT,990,PO01960
TXN004208,2025-08-29,P018,Chennai,ISSUE,58,MO02008
TXN004209,2025-01-14,P041,Chennai,TRANSFER,359,TR00377
TXN004210,2026-02-19,P015,Chennai,ISSUE,394,MO00729
TXN004211,2025-01-18,P037,Chennai,RECEIPT,728,PO01855
TXN004212,2025-06-04,P024,Chengalpattu,TRANSFER,567,TR00487
TXN004213,2025-12-25,P011,Coimbatore,RECEIPT,368,PO01644
TXN004214,2026-04-28,P006,Coimbatore,TRANSFER,947,TR00852
TXN004215,2025-05-23,P045,Chengalpattu,RECEIPT,400,PO01121
TXN004216,2025-08-19,P008,Coimbatore,ISSUE,939,MO02973
TXN004217,2026-03-29,P044,Chennai,ISSUE,316,MO01346
TXN004218,2025-03-15,P043,Hosur,TRANSFER,453,TR00047
TXN004219,2026-06-18,P040,Chengalpattu,RECEIPT,17,PO01236
TXN004220,2025-12-20,P035,Coimbatore,ISSUE,305,MO01623
TXN004221,2026-05-24,P039,Chennai,TRANSFER,712,TR00395
TXN004222,2025-06-26,P007,Chennai,ISSUE,406,MO02349
TXN004223,2025-01-21,P027,Coimbatore,RECEIPT,711,PO00701
TXN004224,2026-04-25,P019,Chengalpattu,ISSUE,443,MO00096
TXN004225,2026-08-17,P004,Hosur,ISSUE,640,MO01157
TXN004226,2025-04-22,P029,Coimbatore,TRANSFER,715,TR00170
TXN004227,2025-12-03,P007,Coimbatore,ISSUE,138,MO01618
TXN004228,2025-01-03,P045,Chengalpattu,RECEIPT,571,PO00116
TXN004229,2026-04-28,P041,Coimbatore,RECEIPT,401,PO01225
TXN004230,2025-08-04,P012,Coimbatore,ISSUE,636,MO00585
TXN004231,2026-04-14,P040,Hosur,RECEIPT,418,PO00027
TXN004232,2025-04-08,P001,Hosur,RECEIPT,279,PO01964
TXN004233,2025-07-26,P010,Chennai,ISSUE,864,MO01870
TXN004234,2025-08-27,P002,Chennai,RECEIPT,250,PO01607
TXN004235,2026-04-08,P014,Chennai,ISSUE,783,MO01937
TXN004236,2025-07-02,P029,Chengalpattu,ISSUE,699,MO02693
TXN004237,2026-02-23,P029,Chengalpattu,ISSUE,74,MO00024
TXN004238,2025-12-05,P009,Hosur,ISSUE,947,MO02005
TXN004239,2025-03-29,P030,Hosur,ISSUE,877,MO00571
TXN004240,2025-09-27,P024,Coimbatore,TRANSFER,819,TR00651
TXN004241,2025-12-02,P013,Chengalpattu,ISSUE,636,MO01210
TXN004242,2026-07-19,P036,Chennai,ISSUE,668,MO01298
TXN004243,2025-04-08,P010,Hosur,RECEIPT,241,PO00557
TXN004244,2025-04-24,P025,Chennai,ISSUE,487,MO01265
TXN004245,2025-11-08,P045,Chengalpattu,RECEIPT,138,PO01687
TXN004246,2025-10-26,P013,Chengalpattu,RECEIPT,562,PO00262
TXN004247,2026-02-27,P012,Chennai,ISSUE,396,MO02020
TXN004248,2025-06-18,P014,Hosur,ISSUE,266,MO02356
TXN004249,2026-03-17,P014,Chennai,ISSUE,673,MO02439
TXN004250,2026-08-09,P006,Coimbatore,RECEIPT,335,PO01424
TXN004251,2025-04-29,P011,Chengalpattu,ISSUE,996,MO00470
TXN004252,2026-05-15,P024,Chennai,ISSUE,70,MO00694
TXN004253,2025-06-30,P025,Chengalpattu,ISSUE,996,MO01221
TXN004254,2025-05-20,P023,Hosur,ISSUE,862,MO01689
TXN004255,2026-07-15,P001,Coimbatore,ISSUE,854,MO02358
TXN004256,2025-12-27,P018,Chengalpattu,ISSUE,69,MO02710
TXN004257,2025-02-01,P015,Coimbatore,ISSUE,979,MO00621
TXN004258,2025-09-05,P019,Chennai,TRANSFER,620,TR00882
TXN004259,2025-12-18,P031,Hosur,RECEIPT,985,PO01506
TXN004260,2025-08-22,P028,Chennai,RECEIPT,168,PO00743
TXN004261,2025-07-09,P030,Chennai,RECEIPT,633,PO01452
TXN004262,2025-08-11,P001,Hosur,TRANSFER,492,TR00011
TXN004263,2025-11-06,P013,Chennai,RECEIPT,749,PO01058
TXN004264,2026-07-28,P025,Chengalpattu,RECEIPT,825,PO01763
TXN004265,2025-05-13,P041,Chennai,RECEIPT,844,PO00989
TXN004266,2025-01-30,P003,Chengalpattu,RECEIPT,969,PO00298
TXN004267,2025-12-06,P015,Hosur,TRANSFER,861,TR00448
TXN004268,2026-06-24,P040,Chengalpattu,RECEIPT,485,PO00077
TXN004269,2025-04-02,P032,Coimbatore,ADJUSTMENT,-84,ADJ00466
TXN004270,2025-11-25,P032,Chennai,TRANSFER,285,TR00947
TXN004271,2025-04-19,P045,Chennai,RECEIPT,415,PO00092
TXN004272,2025-08-28,P012,Chengalpattu,ISSUE,435,MO02260
TXN004273,2026-04-13,P010,Hosur,TRANSFER,170,TR00819
TXN004274,2025-03-14,P022,Coimbatore,ISSUE,147,MO00317
TXN004275,2025-09-12,P026,Hosur,RECEIPT,351,PO00547
TXN004276,2025-05-14,P036,Chengalpattu,ISSUE,948,MO00436
TXN004277,2025-05-15,P035,Hosur,ISSUE,843,MO00523
TXN004278,2025-07-10,P038,Chengalpattu,TRANSFER,453,TR00344
TXN004279,2026-01-03,P018,Hosur,ISSUE,741,MO00993
TXN004280,2025-01-21,P037,Hosur,RECEIPT,549,PO00246
TXN004281,2025-08-20,P026,Hosur,ADJUSTMENT,-31,ADJ00800
TXN004282,2025-09-02,P038,Chengalpattu,ISSUE,387,MO02737
TXN004283,2025-01-22,P007,Hosur,RECEIPT,19,PO01311
TXN004284,2026-07-06,P012,Coimbatore,ISSUE,679,MO00603
TXN004285,2025-12-01,P044,Chennai,TRANSFER,652,TR00751
TXN004286,2025-05-27,P030,Coimbatore,RECEIPT,210,PO00670
TXN004287,2025-12-18,P042,Chennai,RECEIPT,163,PO01843
TXN004288,2025-01-10,P020,Coimbatore,ISSUE,353,MO00183
TXN004289,2025-11-29,P042,Hosur,ISSUE,258,MO00211
TXN004290,2026-05-01,P015,Coimbatore,ISSUE,770,MO01075
TXN004291,2025-11-06,P012,Hosur,ISSUE,399,MO02182
TXN004292,2026-07-23,P015,Coimbatore,RECEIPT,502,PO00946
TXN004293,2026-04-17,P045,Coimbatore,RECEIPT,149,PO01265
TXN004294,2025-03-04,P016,Chengalpattu,ISSUE,733,MO02638
TXN004295,2026-04-24,P017,Chengalpattu,RECEIPT,114,PO01906
TXN004296,2025-08-25,P017,Chengalpattu,RECEIPT,476,PO01996
TXN004297,2026-05-25,P019,Hosur,ISSUE,165,MO02325
TXN004298,2025-09-14,P044,Chengalpattu,ISSUE,141,MO00686
TXN004299,2026-06-03,P032,Chennai,ISSUE,51,MO01527
TXN004300,2025-12-22,P023,Hosur,RECEIPT,318,PO01690
TXN004301,2025-02-13,P017,Chengalpattu,RECEIPT,593,PO01702
TXN004302,2025-01-14,P044,Hosur,ISSUE,357,MO01507
TXN004303,2026-08-14,P017,Coimbatore,TRANSFER,194,TR00997
TXN004304,2026-02-01,P040,Chengalpattu,TRANSFER,107,TR00017
TXN004305,2026-05-14,P027,Chennai,ISSUE,525,MO01783
TXN004306,2026-08-16,P004,Coimbatore,ISSUE,350,MO01465
TXN004307,2025-04-04,P033,Hosur,ISSUE,723,MO02044
TXN004308,2025-08-02,P029,Chennai,ADJUSTMENT,-87,ADJ00192
TXN004309,2026-07-09,P002,Hosur,ISSUE,693,MO02435
TXN004310,2025-07-22,P010,Chengalpattu,ISSUE,447,MO02948
TXN004311,2025-06-27,P034,Chengalpattu,ISSUE,663,MO00829
TXN004312,2025-09-30,P026,Coimbatore,RECEIPT,534,PO00116
TXN004313,2025-04-14,P038,Chengalpattu,RECEIPT,259,PO01332
TXN004314,2025-10-29,P035,Hosur,ISSUE,560,MO02075
TXN004315,2025-10-25,P001,Coimbatore,ADJUSTMENT,4,ADJ00646
TXN004316,2026-03-15,P044,Chennai,ISSUE,340,MO02174
TXN004317,2026-03-19,P014,Hosur,ISSUE,263,MO02984
TXN004318,2026-01-29,P028,Hosur,RECEIPT,306,PO01170
TXN004319,2025-12-06,P034,Chengalpattu,RECEIPT,919,PO00352
TXN004320,2025-01-15,P037,Chennai,RECEIPT,858,PO01452
TXN004321,2025-04-17,P043,Hosur,RECEIPT,419,PO01302
TXN004322,2025-07-17,P006,Hosur,RECEIPT,704,PO00357
TXN004323,2025-07-13,P016,Chengalpattu,ISSUE,316,MO01025
TXN004324,2026-01-06,P035,Coimbatore,ISSUE,822,MO01595
TXN004325,2025-01-08,P030,Coimbatore,RECEIPT,462,PO01000
TXN004326,2025-12-26,P009,Hosur,ISSUE,971,MO01112
TXN004327,2025-05-24,P007,Chengalpattu,ISSUE,869,MO02704
TXN004328,2026-06-26,P024,Chengalpattu,RECEIPT,447,PO01409
TXN004329,2025-10-29,P036,Hosur,RECEIPT,633,PO01429
TXN004330,2026-07-16,P044,Hosur,ISSUE,780,MO00837
TXN004331,2025-09-22,P008,Chennai,ISSUE,227,MO01217
TXN004332,2025-12-25,P041,Coimbatore,ISSUE,740,MO01978
TXN004333,2026-08-16,P027,Chengalpattu,RECEIPT,13,PO01414
TXN004334,2025-01-11,P010,Chennai,RECEIPT,81,PO01285
TXN004335,2025-08-10,P035,Hosur,RECEIPT,917,PO01834
TXN004336,2025-08-09,P010,Coimbatore,RECEIPT,962,PO00349
TXN004337,2025-07-12,P013,Chengalpattu,ISSUE,956,MO01498
TXN004338,2026-02-02,P020,Coimbatore,RECEIPT,366,PO00658
TXN004339,2025-07-08,P015,Chennai,RECEIPT,918,PO01202
TXN004340,2026-08-21,P045,Chengalpattu,ISSUE,760,MO01478
TXN004341,2026-01-08,P037,Hosur,RECEIPT,465,PO00163
TXN004342,2026-04-25,P045,Chengalpattu,ISSUE,689,MO02003
TXN004343,2026-01-21,P025,Chennai,ISSUE,85,MO01732
TXN004344,2025-12-08,P018,Coimbatore,ISSUE,177,MO00657
TXN004345,2026-04-16,P007,Chengalpattu,RECEIPT,498,PO01531
TXN004346,2025-03-04,P009,Chengalpattu,ISSUE,89,MO01725
TXN004347,2026-06-22,P041,Coimbatore,TRANSFER,176,TR00364
TXN004348,2026-04-28,P042,Chennai,ISSUE,987,MO01143
TXN004349,2026-03-13,P027,Chengalpattu,TRANSFER,439,TR00888
TXN004350,2026-02-06,P012,Chengalpattu,ISSUE,586,MO00864
TXN004351,2025-08-13,P005,Chengalpattu,ADJUSTMENT,82,ADJ00550
TXN004352,2025-04-08,P029,Hosur,RECEIPT,787,PO01095
TXN004353,2025-03-31,P001,Hosur,RECEIPT,430,PO01243
TXN004354,2026-08-31,P034,Chengalpattu,ISSUE,915,MO02592
TXN004355,2025-04-30,P036,Coimbatore,TRANSFER,786,TR00652
TXN004356,2025-03-23,P038,Coimbatore,RECEIPT,448,PO01936
TXN004357,2026-02-27,P029,Chengalpattu,ISSUE,545,MO01085
TXN004358,2025-07-05,P029,Chennai,ISSUE,375,MO00072
TXN004359,2025-04-06,P033,Chennai,TRANSFER,565,TR00445
TXN004360,2025-02-20,P028,Hosur,ISSUE,377,MO00765
TXN004361,2025-06-17,P012,Chennai,RECEIPT,775,PO00331
TXN004362,2026-05-09,P040,Hosur,RECEIPT,143,PO01606
TXN004363,2025-11-24,P002,Chengalpattu,RECEIPT,604,PO01283
TXN004364,2025-12-15,P044,Chennai,ISSUE,693,MO02563
TXN004365,2026-06-30,P012,Coimbatore,ISSUE,562,MO01313
TXN004366,2026-06-29,P016,Coimbatore,ISSUE,265,MO01064
TXN004367,2025-05-16,P017,Chengalpattu,RECEIPT,599,PO01084
TXN004368,2025-09-12,P012,Chengalpattu,RECEIPT,737,PO00722
TXN004369,2025-01-17,P016,Coimbatore,ISSUE,882,MO02874
TXN004370,2026-02-27,P045,Hosur,RECEIPT,846,PO01466
TXN004371,2026-06-04,P041,Coimbatore,ISSUE,80,MO02857
TXN004372,2026-06-25,P012,Hosur,TRANSFER,272,TR00133
TXN004373,2025-05-21,P045,Chengalpattu,ISSUE,483,MO02393
TXN004374,2026-04-19,P024,Hosur,ISSUE,82,MO01108
TXN004375,2026-04-08,P003,Coimbatore,RECEIPT,849,PO01419
TXN004376,2026-03-10,P011,Coimbatore,TRANSFER,249,TR00644
TXN004377,2025-08-29,P012,Coimbatore,RECEIPT,702,PO01520
TXN004378,2026-04-08,P038,Chennai,ISSUE,801,MO01849
TXN004379,2025-03-01,P014,Chennai,RECEIPT,365,PO01264
TXN004380,2026-02-01,P013,Hosur,ADJUSTMENT,-75,ADJ00500
TXN004381,2026-01-24,P027,Chennai,ISSUE,997,MO00583
TXN004382,2025-03-07,P014,Hosur,ISSUE,639,MO01229
TXN004383,2025-05-29,P003,Chennai,RECEIPT,194,PO01704
TXN004384,2026-04-10,P028,Hosur,ADJUSTMENT,-44,ADJ00005
TXN004385,2026-03-12,P040,Chengalpattu,ISSUE,816,MO01240
TXN004386,2025-05-17,P014,Chengalpattu,TRANSFER,978,TR00612
TXN004387,2026-04-26,P029,Chengalpattu,ADJUSTMENT,15,ADJ00419
TXN004388,2025-07-21,P022,Chengalpattu,ISSUE,914,MO00152
TXN004389,2025-04-09,P005,Hosur,ISSUE,978,MO02025
TXN004390,2026-01-24,P026,Chennai,ISSUE,813,MO01398
TXN004391,2026-02-15,P008,Coimbatore,ISSUE,985,MO01494
TXN004392,2025-02-13,P021,Chennai,RECEIPT,397,PO01609
TXN004393,2026-04-21,P031,Coimbatore,TRANSFER,410,TR00580
TXN004394,2025-04-12,P028,Chennai,TRANSFER,186,TR00951
TXN004395,2026-07-27,P032,Chennai,ISSUE,18,MO00570
TXN004396,2025-04-07,P006,Chengalpattu,ISSUE,727,MO00831
TXN004397,2025-10-10,P030,Coimbatore,ISSUE,729,MO00872
TXN004398,2026-08-16,P035,Chennai,ISSUE,255,MO02115
TXN004399,2026-08-26,P004,Hosur,RECEIPT,42,PO01812
TXN004400,2025-08-22,P036,Hosur,RECEIPT,966,PO01738
TXN004401,2025-01-11,P033,Chennai,RECEIPT,624,PO00409
TXN004402,2025-03-25,P022,Chengalpattu,ISSUE,58,MO02886
TXN004403,2026-03-13,P009,Chengalpattu,RECEIPT,727,PO01680
TXN004404,2025-05-18,P041,Coimbatore,RECEIPT,716,PO00814
TXN004405,2026-04-20,P006,Coimbatore,RECEIPT,880,PO00462
TXN004406,2025-02-13,P042,Chennai,ADJUSTMENT,-18,ADJ00892
TXN004407,2026-06-03,P034,Coimbatore,RECEIPT,411,PO01365
TXN004408,2025-08-18,P041,Chengalpattu,ISSUE,18,MO02721
TXN004409,2026-02-26,P018,Hosur,ADJUSTMENT,-97,ADJ00876
TXN004410,2025-12-21,P045,Hosur,RECEIPT,360,PO01014
TXN004411,2025-07-31,P016,Chennai,ADJUSTMENT,84,ADJ00203
TXN004412,2025-06-02,P035,Chennai,ISSUE,682,MO01777
TXN004413,2026-05-11,P015,Chennai,TRANSFER,604,TR00149
TXN004414,2025-11-22,P031,Coimbatore,RECEIPT,939,PO01053
TXN004415,2026-07-11,P014,Hosur,ISSUE,581,MO00498
TXN004416,2025-12-06,P041,Coimbatore,ISSUE,308,MO02752
TXN004417,2025-08-08,P006,Coimbatore,ISSUE,397,MO01753
TXN004418,2026-05-17,P032,Chennai,TRANSFER,154,TR00992
TXN004419,2025-08-20,P028,Hosur,ISSUE,12,MO01210
TXN004420,2025-05-15,P004,Chengalpattu,ISSUE,757,MO01055
TXN004421,2026-03-07,P037,Chengalpattu,RECEIPT,382,PO00469
TXN004422,2025-07-26,P008,Chennai,RECEIPT,647,PO00447
TXN004423,2025-05-02,P018,Chennai,TRANSFER,462,TR00116
TXN004424,2026-04-24,P005,Coimbatore,ISSUE,11,MO01754
TXN004425,2025-03-01,P011,Chengalpattu,RECEIPT,650,PO00562
TXN004426,2026-05-02,P024,Chennai,ISSUE,981,MO00092
TXN004427,2025-03-16,P012,Chengalpattu,ISSUE,557,MO01409
TXN004428,2026-04-19,P043,Coimbatore,RECEIPT,911,PO01385
TXN004429,2026-01-11,P044,Chennai,ISSUE,392,MO02230
TXN004430,2025-05-14,P045,Chengalpattu,RECEIPT,865,PO00924
TXN004431,2026-05-06,P002,Hosur,RECEIPT,849,PO00841
TXN004432,2026-02-05,P022,Hosur,ADJUSTMENT,75,ADJ00428
TXN004433,2026-04-07,P024,Chengalpattu,RECEIPT,966,PO01927
TXN004434,2025-09-22,P026,Chennai,RECEIPT,735,PO00406
TXN004435,2026-04-29,P033,Chennai,RECEIPT,482,PO01261
TXN004436,2025-09-23,P031,Coimbatore,RECEIPT,528,PO01116
TXN004437,2026-01-23,P014,Coimbatore,ISSUE,926,MO01119
TXN004438,2025-02-06,P004,Coimbatore,RECEIPT,393,PO01597
TXN004439,2026-02-05,P015,Hosur,RECEIPT,823,PO00344
TXN004440,2025-06-14,P044,Hosur,RECEIPT,13,PO00025
TXN004441,2026-07-01,P030,Coimbatore,ISSUE,595,MO01333
TXN004442,2025-02-12,P038,Chengalpattu,RECEIPT,404,PO01953
TXN004443,2025-09-20,P021,Chengalpattu,TRANSFER,70,TR00661
TXN004444,2025-05-27,P025,Hosur,RECEIPT,25,PO01347
TXN004445,2025-06-24,P013,Chennai,TRANSFER,347,TR00170
TXN004446,2025-12-28,P019,Hosur,RECEIPT,721,PO01320
TXN004447,2025-10-16,P041,Chengalpattu,RECEIPT,62,PO01526
TXN004448,2026-08-23,P033,Hosur,RECEIPT,846,PO01797
TXN004449,2026-05-08,P001,Chennai,RECEIPT,433,PO00572
TXN004450,2025-06-18,P043,Chengalpattu,TRANSFER,977,TR00963
TXN004451,2025-08-03,P036,Chengalpattu,ISSUE,995,MO02673
TXN004452,2025-12-03,P043,Coimbatore,RECEIPT,359,PO01314
TXN004453,2025-12-13,P035,Chennai,ISSUE,124,MO00552
TXN004454,2026-02-26,P007,Hosur,TRANSFER,336,TR00503
TXN004455,2025-03-17,P008,Hosur,RECEIPT,466,PO00285
TXN004456,2025-09-16,P039,Hosur,ADJUSTMENT,83,ADJ00840
TXN004457,2026-01-28,P024,Chengalpattu,ISSUE,600,MO01040
TXN004458,2025-03-27,P015,Coimbatore,ADJUSTMENT,-91,ADJ00477
TXN004459,2025-08-26,P025,Chengalpattu,ADJUSTMENT,-12,ADJ00238
TXN004460,2026-05-14,P039,Chengalpattu,TRANSFER,475,TR00749
TXN004461,2025-06-11,P042,Coimbatore,ISSUE,992,MO01109
TXN004462,2025-09-10,P045,Hosur,ISSUE,7,MO02729
TXN004463,2026-08-26,P008,Chennai,RECEIPT,163,PO00318
TXN004464,2025-06-14,P039,Chennai,RECEIPT,232,PO00328
TXN004465,2025-09-07,P007,Chengalpattu,ISSUE,336,MO01308
TXN004466,2025-05-31,P045,Chengalpattu,ISSUE,798,MO01244
TXN004467,2025-12-01,P014,Coimbatore,RECEIPT,359,PO01650
TXN004468,2025-06-06,P029,Coimbatore,ISSUE,162,MO00042
TXN004469,2026-03-05,P023,Coimbatore,ISSUE,350,MO00120
TXN004470,2025-05-03,P036,Hosur,ISSUE,653,MO02969
TXN004471,2026-08-21,P041,Hosur,ISSUE,583,MO01293
TXN004472,2026-06-02,P026,Chengalpattu,TRANSFER,148,TR00844
TXN004473,2026-01-30,P002,Chennai,ISSUE,628,MO00608
TXN004474,2025-04-15,P018,Chengalpattu,RECEIPT,547,PO01745
TXN004475,2026-05-04,P023,Chennai,RECEIPT,799,PO01617
TXN004476,2025-10-30,P040,Hosur,RECEIPT,1,PO01405
TXN004477,2026-01-16,P040,Hosur,TRANSFER,666,TR00162
TXN004478,2025-05-09,P010,Hosur,TRANSFER,176,TR00409
TXN004479,2025-08-10,P008,Coimbatore,ISSUE,325,MO01440
TXN004480,2026-06-07,P019,Chennai,RECEIPT,166,PO00708
TXN004481,2025-01-13,P013,Coimbatore,RECEIPT,731,PO01281
TXN004482,2025-08-13,P010,Hosur,ISSUE,996,MO02242
TXN004483,2025-08-01,P006,Chengalpattu,ISSUE,279,MO01404
TXN004484,2026-02-14,P033,Hosur,RECEIPT,893,PO01391
TXN004485,2025-04-23,P025,Chengalpattu,ISSUE,960,MO02052
TXN004486,2026-08-25,P019,Coimbatore,TRANSFER,988,TR00767
TXN004487,2025-07-26,P033,Chennai,RECEIPT,81,PO00615
TXN004488,2025-04-13,P007,Chennai,ISSUE,240,MO00033
TXN004489,2025-10-07,P029,Chennai,RECEIPT,984,PO01778
TXN004490,2026-06-21,P002,Coimbatore,ISSUE,756,MO02783
TXN004491,2025-10-15,P025,Hosur,RECEIPT,395,PO00453
TXN004492,2025-04-21,P015,Chennai,RECEIPT,121,PO00016
TXN004493,2025-04-08,P009,Coimbatore,ISSUE,116,MO01495
TXN004494,2025-04-21,P031,Chennai,RECEIPT,352,PO01954
TXN004495,2025-10-12,P033,Chengalpattu,ISSUE,947,MO01657
TXN004496,2025-06-19,P033,Coimbatore,RECEIPT,77,PO01989
TXN004497,2025-09-27,P032,Chennai,ISSUE,216,MO01099
TXN004498,2025-02-22,P016,Hosur,TRANSFER,496,TR00948
TXN004499,2026-01-26,P016,Chennai,RECEIPT,721,PO00980
TXN004500,2025-03-24,P034,Chengalpattu,RECEIPT,186,PO01885
TXN004501,2025-12-14,P015,Coimbatore,ISSUE,423,MO02006
TXN004502,2025-11-12,P031,Coimbatore,ISSUE,676,MO00764
TXN004503,2026-07-26,P013,Chennai,ISSUE,916,MO02070
TXN004504,2025-04-20,P038,Hosur,TRANSFER,570,TR00472
TXN004505,2025-01-19,P029,Hosur,ISSUE,384,MO02021
TXN004506,2026-03-28,P020,Hosur,ISSUE,79,MO02644
TXN004507,2025-05-29,P036,Hosur,TRANSFER,10,TR00542
TXN004508,2025-06-29,P017,Chengalpattu,ISSUE,744,MO02429
