supplier_id,supplier_code,component_id,performance_date,total_orders,on_time_orders,late_orders,ordered_quantity,received_quantity,defective_quantity,on_time_delivery_rate,fill_rate,defect_rate,average_delay_days,operational_score,risk_level
7,SUP007,13,2026-08-01,16,15,1,3652,3528,46,93.75,96.6,1.3,2.28,90.62,LOW
8,SUP008,26,2025-01-01,6,5,1,4393,4209,55,83.33,95.81,1.31,4.31,83.21,MEDIUM
8,SUP008,6,2025-01-01,13,12,1,3623,3386,88,92.31,93.46,2.6,4.72,83.01,MEDIUM
8,SUP008,25,2025-01-01,11,9,2,2360,2281,43,81.82,96.65,1.89,3.1,83.47,MEDIUM
8,SUP008,17,2025-01-01,13,12,1,1946,1828,23,92.31,93.94,1.26,4.68,85.87,LOW
8,SUP008,9,2025-01-01,7,6,1,4621,4300,124,85.71,93.05,2.88,4.41,80.17,MEDIUM
8,SUP008,26,2025-02-01,9,7,2,1248,1196,20,77.78,95.83,1.67,4.91,79.36,MEDIUM
8,SUP008,9,2025-02-01,10,9,1,2549,2443,72,90.0,95.84,2.95,3.69,83.53,MEDIUM
8,SUP008,25,2025-02-01,10,8,2,586,533,14,80.0,90.96,2.63,4.54,77.68,MEDIUM
8,SUP008,17,2025-02-01,16,14,2,3086,2978,48,87.5,96.5,1.61,3.69,85.37,LOW
8,SUP008,6,2025-02-01,19,17,2,1300,1222,18,89.47,94.0,1.47,4.3,84.89,MEDIUM
8,SUP008,9,2025-03-01,18,15,3,3282,3207,62,83.33,97.71,1.93,3.38,83.83,MEDIUM
8,SUP008,17,2025-03-01,15,12,3,1310,1255,14,80.0,95.8,1.12,4.44,82.06,MEDIUM
8,SUP008,6,2025-03-01,20,18,2,2820,2684,56,90.0,95.18,2.09,2.77,86.47,LOW
8,SUP008,26,2025-03-01,18,16,2,989,925,12,88.89,93.53,1.3,3.61,85.93,LOW
8,SUP008,25,2025-03-01,11,9,2,4883,4446,126,81.82,91.05,2.83,4.84,77.56,MEDIUM
8,SUP008,9,2025-04-01,15,13,2,4448,4084,46,86.67,91.82,1.13,3.9,84.52,MEDIUM
8,SUP008,25,2025-04-01,13,11,2,4026,3889,85,84.62,96.6,2.19,4.39,82.04,MEDIUM
8,SUP008,6,2025-04-01,6,5,1,558,530,7,83.33,94.98,1.32,2.02,86.41,LOW
8,SUP008,17,2025-04-01,13,12,1,1288,1213,20,92.31,94.18,1.65,3.08,87.55,LOW
8,SUP008,26,2025-04-01,7,6,1,2406,2243,47,85.71,93.23,2.1,3.93,82.51,MEDIUM
8,SUP008,25,2025-05-01,14,12,2,3872,3763,71,85.71,97.18,1.89,2.75,85.68,LOW
8,SUP008,6,2025-05-01,16,13,3,3087,2898,35,81.25,93.88,1.21,3.28,83.63,MEDIUM
8,SUP008,26,2025-05-01,11,10,1,4093,3935,41,90.91,96.14,1.04,3.13,88.62,LOW
8,SUP008,9,2025-05-01,9,8,1,2383,2302,42,88.89,96.6,1.82,3.06,86.47,LOW
8,SUP008,17,2025-05-01,14,12,2,2611,2439,44,85.71,93.41,1.8,3.05,84.46,MEDIUM
8,SUP008,9,2025-06-01,14,11,3,2657,2464,29,78.57,92.74,1.18,4.02,81.23,MEDIUM
8,SUP008,6,2025-06-01,15,12,3,4891,4596,80,80.0,93.97,1.74,2.83,82.77,MEDIUM
8,SUP008,17,2025-06-01,16,14,2,2129,2023,47,87.5,95.02,2.32,3.62,83.68,MEDIUM
8,SUP008,26,2025-06-01,17,14,3,823,777,15,82.35,94.41,1.93,2.88,83.36,MEDIUM
8,SUP008,25,2025-06-01,17,15,2,3692,3574,52,88.24,96.8,1.45,2.24,88.23,LOW
8,SUP008,9,2025-07-01,19,16,3,1962,1851,32,84.21,94.34,1.73,4.68,81.79,MEDIUM
8,SUP008,25,2025-07-01,16,13,3,2727,2536,63,81.25,93.0,2.48,4.43,79.14,MEDIUM
8,SUP008,6,2025-07-01,16,13,3,2168,2036,52,81.25,93.91,2.55,3.45,80.69,MEDIUM
8,SUP008,17,2025-07-01,18,15,3,3163,3027,60,83.33,95.7,1.98,4.21,81.98,MEDIUM
8,SUP008,26,2025-07-01,17,15,2,2028,1923,32,88.24,94.82,1.66,3.41,85.56,LOW
8,SUP008,6,2025-08-01,11,9,2,4462,4140,67,81.82,92.78,1.62,3.03,83.14,MEDIUM
8,SUP008,26,2025-08-01,19,17,2,1813,1659,22,89.47,91.51,1.33,2.89,86.68,LOW
8,SUP008,17,2025-08-01,20,16,4,2847,2683,78,80.0,94.24,2.91,4.6,77.85,MEDIUM
8,SUP008,9,2025-08-01,10,8,2,2057,1944,27,80.0,94.51,1.39,4.21,81.53,MEDIUM
8,SUP008,25,2025-08-01,12,10,2,1060,978,15,83.33,92.26,1.53,3.91,82.47,MEDIUM
8,SUP008,17,2025-09-01,16,14,2,3263,3066,68,87.5,93.96,2.22,3.21,84.24,MEDIUM
8,SUP008,9,2025-09-01,19,16,3,2377,2197,33,84.21,92.43,1.5,3.86,83.0,MEDIUM
8,SUP008,25,2025-09-01,15,13,2,4530,4182,43,86.67,92.32,1.03,2.15,87.46,LOW
8,SUP008,26,2025-09-01,10,9,1,4219,3840,87,90.0,91.02,2.27,3.14,84.51,MEDIUM
8,SUP008,6,2025-09-01,17,14,3,1631,1582,37,82.35,97.0,2.34,4.24,81.15,MEDIUM
8,SUP008,17,2025-10-01,20,16,4,1827,1707,28,80.0,93.43,1.64,3.96,81.14,MEDIUM
8,SUP008,6,2025-10-01,13,12,1,1825,1674,34,92.31,91.73,2.03,4.36,84.25,MEDIUM
8,SUP008,26,2025-10-01,8,7,1,3482,3358,50,87.5,96.44,1.49,4.16,84.89,MEDIUM
8,SUP008,25,2025-10-01,14,11,3,1337,1243,16,78.57,92.97,1.29,3.32,82.12,MEDIUM
8,SUP008,9,2025-10-01,8,7,1,1482,1444,34,87.5,97.44,2.35,3.99,83.66,MEDIUM
8,SUP008,17,2025-11-01,17,14,3,3739,3473,66,82.35,92.89,1.9,4.59,80.48,MEDIUM
8,SUP008,6,2025-11-01,18,15,3,926,853,25,83.33,92.12,2.93,2.02,82.47,MEDIUM
8,SUP008,9,2025-11-01,15,12,3,4935,4822,130,80.0,97.71,2.7,3.11,81.37,MEDIUM
8,SUP008,25,2025-11-01,6,5,1,1734,1580,23,83.33,91.12,1.46,3.26,83.31,MEDIUM
8,SUP008,26,2025-11-01,16,15,1,3674,3392,80,93.75,92.32,2.36,4.3,84.41,MEDIUM
8,SUP008,25,2025-12-01,18,16,2,3542,3338,86,88.89,94.24,2.58,2.99,84.48,MEDIUM
8,SUP008,17,2025-12-01,11,10,1,4767,4660,85,90.91,97.76,1.82,2.55,88.33,LOW
8,SUP008,9,2025-12-01,11,9,2,2750,2597,77,81.82,94.44,2.96,4.75,78.28,MEDIUM
8,SUP008,26,2025-12-01,8,7,1,3142,2949,48,87.5,93.86,1.63,2.29,86.77,LOW
8,SUP008,6,2025-12-01,7,6,1,4363,4253,80,85.71,97.48,1.88,2.19,86.61,LOW
8,SUP008,17,2026-01-01,6,5,1,2422,2316,67,83.33,95.62,2.89,4.1,80.3,MEDIUM
8,SUP008,9,2026-01-01,10,8,2,1550,1416,37,80.0,91.35,2.61,3.43,79.47,MEDIUM
8,SUP008,25,2026-01-01,19,17,2,1696,1550,40,89.47,91.39,2.58,2.21,85.16,LOW
8,SUP008,6,2026-01-01,9,8,1,809,777,22,88.89,96.04,2.83,3.2,84.1,MEDIUM
8,SUP008,26,2026-01-01,16,13,3,1563,1442,15,81.25,92.26,1.04,2.32,85.0,LOW
8,SUP008,17,2026-02-01,7,6,1,3752,3441,39,85.71,91.71,1.13,4.64,82.99,MEDIUM
8,SUP008,26,2026-02-01,9,7,2,3683,3521,72,77.78,95.6,2.04,4.1,79.77,MEDIUM
8,SUP008,9,2026-02-01,14,11,3,3344,3135,74,78.57,93.75,2.36,2.52,81.37,MEDIUM
8,SUP008,6,2026-02-01,16,14,2,970,947,25,87.5,97.63,2.64,3.92,83.25,MEDIUM
8,SUP008,25,2026-02-01,13,11,2,2548,2464,65,84.62,96.7,2.64,2.37,84.19,MEDIUM
8,SUP008,25,2026-03-01,18,16,2,3652,3520,66,88.89,96.39,1.88,4.21,84.59,MEDIUM
8,SUP008,26,2026-03-01,10,8,2,2308,2198,25,80.0,95.23,1.14,4.79,81.35,MEDIUM
8,SUP008,9,2026-03-01,7,6,1,4268,3978,40,85.71,93.21,1.01,4.02,84.55,MEDIUM
8,SUP008,6,2026-03-01,13,10,3,4744,4412,47,76.92,93.0,1.07,3.8,81.19,MEDIUM
8,SUP008,17,2026-03-01,14,11,3,3752,3552,106,78.57,94.67,2.98,2.31,80.66,MEDIUM
8,SUP008,17,2026-04-01,15,12,3,3693,3441,51,80.0,93.18,1.48,2.85,83.05,MEDIUM
8,SUP008,9,2026-04-01,12,10,2,3165,2960,81,83.33,93.52,2.74,2.56,82.4,MEDIUM
8,SUP008,25,2026-04-01,6,5,1,1269,1201,36,83.33,94.64,3.0,3.42,80.87,MEDIUM
8,SUP008,6,2026-04-01,14,12,2,1888,1807,31,85.71,95.71,1.72,3.97,83.83,MEDIUM
8,SUP008,26,2026-04-01,9,8,1,1155,1089,25,88.89,94.29,2.3,3.08,84.92,MEDIUM
8,SUP008,6,2026-05-01,8,6,2,2760,2662,45,75.0,96.45,1.69,3.19,80.95,MEDIUM
8,SUP008,25,2026-05-01,16,14,2,3146,2898,71,87.5,92.12,2.45,4.23,81.78,MEDIUM
8,SUP008,17,2026-05-01,16,13,3,4815,4664,49,81.25,96.86,1.05,3.99,83.63,MEDIUM
8,SUP008,9,2026-05-01,10,8,2,4361,4261,72,80.0,97.71,1.69,2.55,84.22,MEDIUM
8,SUP008,26,2026-05-01,17,15,2,3907,3780,98,88.24,96.75,2.59,2.17,86.04,LOW
8,SUP008,9,2026-06-01,12,10,2,3549,3320,60,83.33,93.55,1.81,3.35,83.08,MEDIUM
8,SUP008,25,2026-06-01,14,12,2,2575,2430,39,85.71,94.37,1.6,3.08,85.05,LOW
8,SUP008,6,2026-06-01,15,12,3,625,601,7,80.0,96.16,1.16,2.27,85.31,LOW
8,SUP008,17,2026-06-01,19,17,2,4400,4148,114,89.47,94.27,2.75,4.8,81.66,MEDIUM
8,SUP008,26,2026-06-01,15,12,3,833,801,21,80.0,96.16,2.62,2.23,82.45,MEDIUM
8,SUP008,17,2026-07-01,14,12,2,4917,4535,100,85.71,92.23,2.21,3.89,82.1,MEDIUM
8,SUP008,25,2026-07-01,6,5,1,2284,2234,33,83.33,97.81,1.48,3.3,84.88,MEDIUM
8,SUP008,26,2026-07-01,9,8,1,1295,1188,17,88.89,91.74,1.43,3.16,85.89,LOW
8,SUP008,6,2026-07-01,10,9,1,3351,3131,82,90.0,93.43,2.62,2.68,85.1,LOW
8,SUP008,9,2026-07-01,15,12,3,2372,2294,56,80.0,96.71,2.44,4.41,79.68,MEDIUM
8,SUP008,25,2026-08-01,6,5,1,2761,2626,47,83.33,95.11,1.79,2.73,84.44,MEDIUM
8,SUP008,6,2026-08-01,9,8,1,3809,3619,55,88.89,95.01,1.52,3.22,86.44,LOW
8,SUP008,26,2026-08-01,9,8,1,2537,2410,70,88.89,94.99,2.9,3.68,82.97,MEDIUM
8,SUP008,9,2026-08-01,14,12,2,3620,3344,87,85.71,92.38,2.6,4.22,80.85,MEDIUM
8,SUP008,17,2026-08-01,16,14,2,4063,3846,88,87.5,94.66,2.29,2.93,84.69,MEDIUM
